zip,count
00048,1
00136,2
00153,2
00160,1
00165,1
00168,1
00187,1
00195,1
00196,2
00260,1
00615,1
00622,1
00646,1
00698,1
00716,1
00753,1
00773,1
00791,1
00820,3
00824,1
00911,1
00925,1
00957,1
00976,1
01002,8
01003,5
01040,1
01060,2
01063,9
01075,8
01099,2
01103,1
01201,1
01220,1
01245,1
01267,11
01360,1
01375,2
01430,1
01545,2
01569,1
01581,1
01605,1
01607,1
01608,1
01609,6
01610,11
01701,1
01702,1
01719,1
01742,1
01801,1
01809,1
01841,1
01844,1
01852,2
01854,1
01886,1
01915,1
01930,1
01982,5
01984,2
02062,2
02067,2
02111,1
02113,5
02114,3
02115,17
02116,10
02118,6
02120,9
02127,4
02128,2
02129,1
02130,5
02131,1
02134,14
02135,15
02136,1
02138,20
02139,20
02140,2
02141,3
02142,1
02143,7
02144,12
02145,3
02150,1
02151,1
02152,1
02155,18
02163,2
02169,1
02171,1
02176,1
02180,1
02184,1
02186,1
02215,38
02351,2
02360,1
02420,1
02445,1
02446,10
02452,1
02453,7
02454,1
02457,1
02458,1
02459,1
02461,1
02464,1
02467,9
02472,1
02474,2
02481,3
02482,1
02532,2
02633,2
02635,2
02642,2
02653,1
02660,1
02666,1
02667,3
02673,2
02703,1
02738,2
02740,1
02780,1
02809,3
02818,1
02840,1
02841,1
02842,1
02852,1
02878,2
02881,1
02882,4
02903,4
02905,1
02906,7
02908,4
02909,1
02912,19
02918,2
03053,1
03062,1
03253,2
03281,1
03301,1
03307,1
03431,1
03560,2
03753,2
03755,2
03766,2
03801,1
03820,1
03824,6
03907,2
04009,1
04011,6
04016,1
04038,1
04046,2
04079,1
04101,2
04106,1
04155,1
04240,4
04250,1
04410,1
04421,2
04468,1
04469,2
04473,1
04530,1
04576,1
04607,1
04609,1
04627,1
04640,2
04660,2
04669,2
04679,2
04841,1
04843,1
04852,1
04901,1
05061,1
05091,1
05201,2
05251,2
05401,16
05404,1
05405,20
05446,4
05489,1
05495,1
05607,1
05656,1
05663,1
05672,2
05735,2
05753,7
06000,2
06002,2
06030,1
06040,1
06066,1
06082,1
06084,1
06085,1
06100,1
06105,3
06106,4
06109,1
06117,2
06121,1
06135,1
06235,1
06237,1
06238,1
06239,1
06268,5
06269,2
06279,1
06281,1
06320,4
06333,1
06335,1
06340,2
06351,1
06370,1
06375,1
06400,1
06405,2
06416,1
06432,1
06457,6
06459,3
06460,2
06492,1
06498,1
06500,1
06510,2
06511,17
06516,5
06518,3
06519,2
06520,4
06560,1
06605,1
06776,1
06777,2
06794,1
06810,1
06824,3
06825,1
06870,1
06880,2
06901,1
06902,1
06906,1
07003,1
07006,1
07013,1
07014,2
07016,1
07024,1
07030,12
07032,3
07039,1
07040,1
07042,1
07043,1
07051,1
07052,1
07054,1
07059,1
07068,1
07070,1
07079,4
07086,1
07087,2
07090,1
07095,1
07102,1
07110,2
07302,2
07304,1
07305,1
07306,1
07310,1
07417,1
07422,2
07430,2
07470,2
07481,1
07621,1
07630,2
07670,2
07675,2
07712,1
07716,1
07719,1
07720,2
07732,2
07738,1
07740,5
07747,1
07755,1
07758,1
07764,1
07825,1
07830,1
07848,1
07849,1
07851,1
07852,1
07860,3
07869,1
07882,1
07901,1
07921,1
07922,3
07940,2
07960,1
08000,1
08001,1
08002,1
08004,1
08005,1
08008,8
08009,1
08010,1
08011,1
08012,1
08016,1
08020,1
08021,1
08022,1
08028,1
08034,2
08037,1
08043,1
08048,1
08052,1
08053,2
08054,1
08057,2
08065,1
08068,1
08075,1
08077,1
08080,1
08081,4
08085,2
08087,1
08088,1
08098,2
08102,1
08106,1
08108,1
08110,1
08121,1
08202,6
08203,6
08204,12
08205,1
08210,6
08212,2
08219,1
08226,13
08234,1
08243,3
08244,2
08247,3
08248,2
08251,10
08260,14
08318,2
08350,1
08361,1
08401,6
08402,12
08406,9
08436,1
08460,1
08502,1
08510,1
08520,1
08527,2
08535,1
08536,2
08540,7
08542,2
08544,7
08550,3
08558,1
08604,2
08618,1
08628,2
08638,2
08640,1
08641,3
08648,2
08701,4
08722,1
08742,3
08757,1
08758,1
08801,2
08802,1
08807,1
08809,1
08823,1
08844,1
08852,1
08853,2
08854,4
08865,3
08873,1
08876,1
08901,5
09012,4
09021,1
09034,1
09053,1
09054,2
09067,3
09096,5
09102,3
09112,2
09123,2
09128,6
09131,1
09140,1
09142,2
09173,2
09175,1
09180,1
09227,1
09265,1
09267,1
09304,1
09306,1
09309,1
09311,1
09312,1
09316,1
09330,1
09334,2
09342,1
09348,1
09354,2
09366,1
09379,1
09391,1
09392,1
09393,1
09396,1
09438,1
09456,1
09459,2
09464,1
09468,1
09469,1
09501,1
09502,2
09503,1
09510,1
09534,1
09601,1
09603,2
09613,2
09622,3
09627,2
09630,3
09642,1
09645,2
09649,1
09703,1
09728,1
09744,2
09751,1
09752,1
09812,1
09830,1
09831,1
09836,1
09839,1
09855,3
09857,1
09862,2
09869,1
09898,1
09975,1
10001,11
10002,10
10003,35
10004,1
10005,4
10006,1
10007,1
10008,1
10009,23
10010,13
10011,24
10012,15
10013,5
10014,6
10016,25
10017,11
10018,1
10019,16
10021,14
10022,8
10023,19
10024,11
10025,28
10026,5
10027,18
10028,6
10029,10
10030,2
10031,6
10032,11
10033,3
10034,2
10035,2
10036,5
10038,14
10039,1
10040,4
10044,1
10065,8
10075,4
10098,1
10110,1
10117,1
10119,2
10128,19
10243,1
10280,3
10282,1
10301,6
10305,1
10306,1
10308,1
10310,2
10312,1
10314,1
10330,1
10345,1
10400,1
10409,1
10437,1
10455,1
10458,7
10461,1
10463,3
10464,1
10465,1
10467,1
10469,1
10471,1
10475,1
10522,1
10528,1
10541,1
10543,1
10549,1
10556,1
10562,3
10570,1
10577,2
10598,1
10600,1
10601,2
10604,1
10707,1
10708,4
10710,1
10783,1
10801,4
10804,2
10825,1
10827,1
10922,1
10952,1
10956,1
10960,1
10961,1
10967,1
10990,3
10996,2
10997,5
10999,2
11001,1
11002,1
11004,1
11010,2
11021,1
11024,3
11101,3
11102,3
11103,6
11104,1
11105,3
11106,3
11201,13
11205,8
11206,10
11207,2
11209,8
11211,14
11213,2
11215,9
11216,10
11217,9
11218,3
11219,1
11220,1
11221,8
11222,6
11223,1
11224,1
11225,5
11226,5
11228,2
11229,2
11230,1
11231,3
11232,3
11233,1
11236,1
11237,2
11238,6
11243,1
11256,1
11355,1
11362,2
11364,3
11367,1
11368,1
11370,1
11372,1
11373,2
11375,4
11377,5
11379,1
11385,4
11413,1
11415,1
11417,1
11424,1
11432,1
11434,1
11435,2
11510,1
11530,1
11542,1
11549,16
11550,1
11553,4
11560,1
11577,1
11590,2
11693,1
11705,1
11718,1
11720,1
11727,1
11735,1
11743,3
11747,2
11756,1
11769,2
11776,1
11778,2
11784,1
11788,1
11790,1
11791,1
11796,1
11803,1
11901,1
11940,1
11942,1
11944,2
11967,1
11971,1
12010,1
12020,1
12051,1
12055,1
12110,1
12134,1
12159,2
12163,1
12180,17
12188,1
12206,1
12207,1
12209,2
12211,1
12222,3
12223,1
12257,1
12263,1
12308,2
12355,1
12457,1
12504,7
12508,1
12524,1
12526,1
12534,1
12538,3
12539,1
12545,1
12550,1
12553,1
12561,3
12564,1
12571,1
12578,1
12601,5
12603,1
12604,12
12683,1
12721,1
12771,1
12831,1
12832,1
12842,1
12845,1
12860,1
12865,1
12866,12
12883,2
12903,2
12969,2
12983,1
13000,1
13002,1
13008,1
13026,2
13088,1
13090,1
13118,1
13120,1
13126,1
13202,1
13206,1
13210,35
13224,2
13244,10
13323,9
13332,1
13346,10
13359,1
13361,1
13601,1
13603,2
13617,1
13637,1
13669,2
13673,2
13676,2
13695,1
13801,2
13820,1
13850,2
13855,1
13902,4
13905,1
14003,1
14051,2
14063,1
14072,1
14103,1
14109,1
14120,3
14127,1
14163,1
14174,1
14204,1
14214,1
14216,1
14217,1
14221,1
14228,1
14235,1
14420,2
14450,1
14454,1
14456,3
14466,1
14467,1
14526,1
14527,2
14532,1
14586,5
14604,1
14607,3
14611,1
14618,2
14619,1
14620,10
14623,47
14624,2
14627,20
14671,1
14701,1
14744,4
14757,2
14778,3
14787,2
14802,4
14830,3
14845,1
14850,72
14853,16
14870,1
14877,1
14886,1
14901,1
15000,1
15001,1673
15003,428
15004,14
15005,659
15006,7
15007,45
15009,802
15010,954
15012,944
15014,118
15015,120
15016,1
15017,1157
15018,37
15019,49
15020,8
15021,235
15022,377
15024,605
15025,980
15026,193
15027,118
15028,6
15030,40
15031,30
15032,3
15033,150
15034,115
15035,114
15037,664
15038,9
15042,648
15043,50
15044,2184
15045,194
15046,133
15047,19
15049,92
15050,74
15051,26
15052,121
15053,3
15054,18
15055,77
15056,49
15057,868
15059,165
15060,33
15061,605
15062,438
15063,543
15064,15
15065,656
15066,400
15067,73
15068,2138
15071,823
15072,1
15074,338
15075,15
15076,52
15078,16
15081,10
15082,23
15083,34
15084,415
15085,414
15086,53
15087,6
15088,16
15089,257
15090,2007
15091,2
15099,1
15101,2250
15102,2708
15104,430
15106,1312
15108,3277
15109,1
15110,246
15112,149
15116,1101
15120,1121
15122,1465
15126,462
15127,11
15129,798
15131,654
15132,891
15133,309
15134,11
15135,311
15136,1562
15137,663
15139,675
15140,113
15142,198
15143,1789
15144,237
15145,382
15146,2409
15147,1432
15148,99
15156,1
15201,1073
15202,1202
15203,609
15204,448
15205,1559
15206,2271
15207,753
15208,788
15209,872
15210,1115
15211,783
15212,1835
15213,1329
15214,929
15215,911
15216,1730
15217,2715
15218,1223
15219,710
15220,1341
15221,2336
15222,465
15223,413
15224,705
15225,42
15226,1090
15227,2065
15228,1583
15229,1090
15230,3
15232,760
15233,196
15234,1236
15235,3040
15236,2435
15237,3943
15238,1339
15239,1528
15241,1614
15242,1
15243,1569
15244,1
15260,1
15275,4
15282,1
15289,13
15301,2037
15310,11
15311,42
15312,79
15313,9
15314,142
15315,30
15316,10
15317,2209
15320,242
15321,102
15322,82
15323,88
15324,12
15325,17
15327,28
15329,36
15330,212
15331,22
15332,325
15333,52
15334,7
15337,23
15338,56
15340,51
15341,16
15342,256
15343,3
15344,93
15345,36
15346,22
15347,9
15348,9
15349,83
15350,22
15351,20
15352,25
15353,6
15357,113
15358,23
15359,4
15360,49
15361,1
15362,20
15363,21
15364,24
15365,4
15366,6
15367,378
15368,14
15370,579
15376,38
15377,13
15378,4
15379,1
15380,29
15401,1339
15410,13
15411,24
15412,5
15413,8
15415,2
15416,3
15417,292
15419,102
15420,9
15421,18
15422,6
15423,69
15424,66
15425,499
15427,41
15428,28
15429,12
15430,10
15431,110
15432,11
15433,30
15434,4
15435,16
15436,84
15437,61
15438,77
15439,2
15440,2
15442,49
15443,8
15444,19
15445,106
15446,15
15447,3
15448,1
15449,1
15450,6
15451,12
15454,1
15455,6
15456,69
15458,66
15459,21
15461,156
15462,3
15463,16
15464,17
15465,7
15466,7
15467,1
15468,62
15469,30
15470,24
15471,2
15472,4
15473,153
15474,54
15475,37
15476,3
15477,35
15478,124
15479,43
15480,72
15482,15
15483,11
15484,1
15486,57
15488,5
15489,6
15490,8
15492,2
15501,572
15502,28
15520,3
15521,39
15522,346
15530,136
15531,94
15533,14
15534,13
15535,24
15537,184
15538,14
15539,7
15540,10
15541,84
15542,27
15544,4
15545,31
15546,12
15547,10
15549,3
15550,26
15551,21
15552,119
15553,8
15554,69
15557,75
15558,32
15559,54
15560,6
15561,4
15562,9
15563,103
15565,5
15601,3166
15610,134
15611,13
15612,9
15613,658
15615,2
15616,6
15617,2
15618,75
15619,5
15620,27
15621,1
15622,58
15623,41
15624,19
15625,10
15626,419
15627,272
15628,11
15629,18
15631,9
15632,660
15633,3
15634,14
15635,1
15636,178
15637,47
15638,5
15639,55
15640,11
15641,19
15642,2835
15644,718
15646,7
15647,6
15650,1221
15655,21
15656,426
15658,462
15660,4
15661,27
15662,3
15663,11
15664,1
15665,63
15666,609
15668,1356
15670,106
15671,25
15672,119
15673,25
15674,15
15675,22
15676,11
15677,10
15678,15
15679,69
15680,3
15681,195
15682,4
15683,334
15684,17
15685,7
15686,19
15687,40
15688,19
15689,2
15690,256
15691,6
15692,45
15693,6
15695,2
15696,11
15697,103
15698,8
15701,1788
15705,65
15710,7
15711,9
15712,4
15713,4
15714,205
15715,18
15716,10
15717,498
15720,4
15721,2
15722,68
15723,2
15724,55
15725,50
15727,3
15728,115
15729,48
15730,2
15731,12
15732,44
15733,1
15734,12
15736,8
15737,15
15738,12
15739,13
15741,3
15742,30
15743,1
15744,2
15745,23
15746,9
15747,77
15748,339
15750,7
15752,3
15753,16
15754,23
15756,6
15757,43
15759,96
15761,1
15762,43
15763,1
15764,7
15765,60
15767,455
15770,4
15771,29
15772,52
15773,14
15774,79
15775,1
15776,5
15777,1
15778,3
15779,6
15780,4
15783,7
15784,3
15801,745
15821,10
15823,47
15824,188
15825,301
15827,20
15828,15
15829,21
15831,4
15832,5
15834,158
15840,62
15841,8
15845,149
15846,162
15847,3
15848,20
15849,36
15851,179
15853,244
15856,33
15857,614
15860,41
15861,6
15863,2
15864,38
15865,32
15866,7
15868,86
15870,59
15901,178
15902,415
15904,866
15905,1194
15906,449
15907,9
15909,225
15920,39
15921,19
15922,5
15923,30
15924,31
15925,11
15926,107
15927,30
15928,80
15929,1
15930,6
15931,475
15934,4
15935,74
15936,44
15937,15
15938,87
15940,85
15942,93
15943,156
15944,117
15945,14
15946,311
15948,17
15949,24
15951,21
15952,33
15953,1
15954,71
15955,61
15956,81
15957,13
15958,75
15959,9
15960,9
15961,42
15962,3
15963,369
15994,1
16001,166
16002,61
16003,6
16020,2
16022,3
16023,8
16025,9
16027,4
16028,44
16029,2
16033,22
16034,5
16035,3
16036,11
16037,13
16038,30
16039,2
16041,19
16045,4
16046,404
16049,58
16051,49
16052,3
16053,22
16054,8
16055,83
16056,9
16057,139
16059,80
16061,8
16063,35
16066,141
16082,1
16084,1
16101,1309
16102,246
16103,8
16105,1068
16107,6
16110,8
16111,15
16112,64
16113,15
16114,15
16115,91
16116,92
16117,651
16120,68
16121,147
16123,80
16124,40
16125,553
16127,517
16130,54
16131,36
16132,11
16133,38
16134,189
16136,19
16137,419
16140,3
16141,34
16142,196
16143,120
16145,53
16146,402
16148,1008
16150,298
16151,1
16153,55
16154,104
16155,33
16156,101
16157,125
16159,169
16160,40
16161,14
16172,8
16201,442
16210,8
16211,2
16212,5
16213,1
16214,366
16217,14
16218,22
16220,3
16222,37
16223,2
16224,26
16225,2
16226,249
16228,13
16229,102
16230,11
16232,108
16233,49
16234,3
16235,71
16236,7
16238,8
16239,66
16240,13
16242,83
16244,1
16246,7
16248,97
16249,45
16250,4
16253,2
16254,143
16255,51
16256,25
16258,38
16259,23
16260,5
16261,2
16262,51
16263,5
16265,1
16301,656
16311,8
16312,1
16313,58
16314,155
16316,296
16317,56
16319,46
16321,5
16322,6
16323,772
16326,10
16327,96
16328,10
16329,29
16331,2
16332,4
16333,7
16334,21
16335,1519
16340,69
16341,69
16342,67
16343,17
16344,11
16345,178
16346,144
16347,47
16350,69
16351,53
16352,6
16353,163
16354,374
16360,42
16361,2
16362,24
16364,34
16365,747
16370,9
16371,134
16372,27
16373,112
16374,104
16375,2
16401,190
16402,17
16403,248
16404,72
16405,15
16406,104
16407,380
16410,62
16411,69
16412,550
16413,2
16415,733
16416,4
16417,503
16420,13
16421,152
16422,8
16423,162
16424,238
16426,215
16427,6
16428,612
16430,5
16433,209
16434,50
16435,59
16436,13
16438,298
16440,36
16441,538
16442,101
16443,50
16444,7
16501,71
16502,489
16503,304
16504,873
16505,1352
16506,1985
16507,260
16508,797
16509,2115
16510,1487
16511,714
16512,10
16514,10
16541,8
16546,8
16551,1
16563,8
16601,567
16602,687
16603,5
16611,33
16613,52
16616,6
16617,40
16619,16
16620,5
16621,3
16622,5
16623,7
16624,6
16625,41
16627,51
16629,1
16630,168
16631,3
16633,2
16634,5
16635,301
16636,41
16637,40
16639,26
16640,45
16641,74
16644,10
16645,4
16646,89
16647,15
16648,536
16650,34
16651,126
16652,273
16655,24
16656,23
16657,12
16659,2
16660,2
16661,24
16662,136
16663,5
16664,16
16665,6
16666,60
16667,25
16668,134
16669,23
16670,3
16671,8
16672,2
16673,101
16674,7
16675,5
16677,8
16678,60
16679,11
16680,17
16681,4
16682,1
16683,2
16684,2
16685,3
16686,193
16692,15
16693,35
16694,2
16695,8
16698,1
16701,458
16720,52
16724,1
16725,5
16726,12
16727,6
16729,8
16730,2
16731,86
16732,4
16733,2
16734,10
16735,218
16738,30
16740,30
16743,137
16744,7
16745,11
16746,31
16748,72
16749,105
16750,6
16801,1338
16802,171
16803,704
16804,3
16805,3
16820,17
16821,4
16822,70
16823,618
16825,7
16826,26
16827,292
16828,113
16829,18
16830,514
16832,3
16833,185
16834,9
16835,10
16836,32
16837,3
16838,64
16839,10
16840,28
16841,115
16843,15
16844,49
16845,23
16847,3
16848,6
16849,12
16850,4
16851,64
16852,8
16853,23
16854,20
16855,5
16856,15
16858,99
16859,3
16860,9
16861,5
16863,28
16865,31
16866,202
16868,20
16870,202
16872,16
16873,2
16874,23
16875,78
16876,4
16877,22
16878,60
16879,10
16881,56
16882,7
16901,522
16911,1
16912,60
16914,63
16915,243
16917,35
16920,50
16921,16
16922,92
16923,38
16925,102
16926,31
16927,5
16928,38
16929,61
16930,36
16932,21
16933,262
16935,38
16936,60
16937,6
16938,32
16939,1
16940,1
16942,12
16943,15
16946,64
16947,195
16948,52
16950,98
17000,1
17001,1
17002,1
17003,62
17004,124
17005,3
17006,25
17007,345
17009,59
17010,3
17011,2244
17013,1786
17014,2
17015,1166
17016,14
17017,57
17018,213
17019,1039
17020,310
17021,25
17022,1628
17023,111
17024,53
17025,846
17026,14
17027,27
17028,94
17029,11
17030,26
17032,317
17033,1041
17034,99
17035,15
17036,1856
17037,32
17038,8
17040,87
17041,2
17042,113
17043,296
17044,722
17045,114
17046,49
17047,72
17048,99
17049,96
17050,2542
17051,126
17052,11
17053,238
17054,1
17055,2433
17056,3
17057,917
17058,43
17059,242
17060,13
17061,254
17062,146
17063,64
17064,10
17065,162
17066,61
17067,66
17068,134
17069,5
17070,880
17071,1
17072,9
17073,21
17074,223
17075,5
17076,2
17078,193
17080,8
17081,7
17082,81
17084,187
17085,1
17086,49
17087,11
17090,123
17093,6
17094,63
17097,15
17098,76
17099,51
17101,150
17102,574
17103,331
17104,531
17105,9
17106,7
17108,8
17109,1388
17110,2186
17111,2220
17112,2677
17113,490
17120,2
17126,1
17149,1
17201,1297
17202,1321
17205,1
17210,4
17211,7
17213,4
17214,46
17215,1
17217,1
17219,5
17220,6
17221,9
17222,628
17224,57
17225,628
17229,1
17230,1
17231,1
17232,2
17233,1
17235,10
17236,239
17237,58
17239,2
17240,76
17241,349
17242,1
17243,10
17244,55
17246,3
17247,5
17249,6
17250,8
17251,11
17252,78
17253,3
17254,21
17255,14
17256,3
17257,899
17260,5
17261,5
17262,8
17263,3
17264,12
17265,12
17266,12
17267,1
17268,1142
17270,1
17271,8
17272,12
17301,143
17302,66
17303,24
17304,102
17306,9
17307,227
17309,55
17310,5
17311,6
17312,2
17313,370
17314,122
17315,1372
17316,374
17317,5
17318,9
17319,527
17320,309
17321,63
17322,184
17323,5
17324,125
17325,1693
17327,318
17329,115
17331,2556
17337,1
17339,399
17340,511
17342,5
17343,8
17344,146
17345,357
17347,393
17349,465
17350,670
17352,31
17353,172
17355,1
17356,898
17358,2
17360,305
17361,341
17362,501
17363,414
17364,132
17365,112
17366,171
17368,212
17370,233
17371,6
17372,118
17401,235
17402,2162
17403,1578
17404,1398
17405,5
17406,1081
17407,93
17408,1385
17445,1
17493,1
17494,1
17501,165
17502,54
17503,2
17504,2
17505,28
17506,1
17507,10
17508,32
17509,82
17512,614
17516,153
17517,504
17518,16
17519,113
17520,224
17521,2
17522,1302
17527,112
17529,120
17532,105
17533,3
17534,9
17535,29
17536,64
17537,11
17538,384
17540,363
17543,3018
17545,836
17547,257
17549,1
17550,16
17551,488
17552,1098
17553,1
17554,340
17555,176
17557,479
17560,174
17561,1
17562,52
17563,56
17564,3
17565,115
17566,324
17567,5
17568,1
17569,186
17572,79
17575,7
17576,5
17578,201
17579,236
17580,2
17581,12
17582,67
17584,617
17585,4
17601,3468
17602,2143
17603,2931
17604,10
17605,2
17608,17
17693,1
17694,1
17701,1394
17702,285
17703,1
17720,4
17721,31
17723,1
17724,112
17726,1
17727,1
17728,144
17729,6
17730,1
17731,16
17734,1
17735,1
17737,195
17739,3
17740,336
17744,77
17745,596
17747,48
17748,14
17750,5
17751,225
17752,103
17754,509
17756,368
17758,53
17760,19
17762,1
17763,3
17764,76
17765,18
17768,23
17769,2
17771,100
17772,41
17774,30
17776,4
17777,93
17778,3
17779,13
17801,235
17810,22
17812,24
17813,53
17814,130
17815,1089
17820,172
17821,924
17823,6
17824,134
17827,20
17829,3
17830,27
17831,8
17832,7
17833,3
17834,120
17835,2
17837,716
17839,1
17840,3
17841,97
17842,221
17844,232
17845,23
17846,111
17847,155
17850,4
17851,158
17853,70
17855,21
17856,59
17857,153
17859,106
17860,46
17861,2
17862,3
17864,39
17866,166
17868,14
17870,723
17872,147
17876,77
17877,1
17878,55
17881,20
17882,2
17884,4
17885,2
17886,19
17887,1
17888,15
17889,97
17901,740
17920,3
17921,149
17922,165
17923,3
17925,8
17929,36
17930,7
17931,154
17933,1
17934,19
17935,31
17936,16
17938,38
17941,19
17943,5
17944,5
17946,6
17948,117
17949,2
17951,6
17952,2
17953,14
17954,117
17957,10
17959,35
17960,120
17961,269
17963,141
17964,16
17965,63
17967,47
17968,6
17970,110
17972,285
17974,4
17976,110
17978,4
17980,64
17981,31
17982,14
17983,29
17985,33
18002,3
18007,1
18011,121
18012,3
18013,853
18014,731
18015,1117
18016,2
18017,3018
18018,932
18020,1646
18030,11
18031,54
18032,219
18034,207
18035,23
18036,436
18037,137
18038,176
18039,14
18040,1448
18041,166
18042,1845
18043,3
18044,3
18045,2797
18046,1
18049,453
18051,72
18052,436
18053,25
18054,170
18055,820
18056,23
18058,346
18059,8
18062,494
18063,35
18064,1900
18065,5
18066,71
18067,1308
18068,4
18069,147
18070,15
18071,450
18072,315
18073,406
18074,175
18076,134
18077,158
18078,133
18080,145
18081,20
18083,21
18084,1
18085,35
18086,5
18087,8
18088,522
18091,361
18092,58
18101,20
18102,222
18103,586
18104,857
18106,143
18109,155
18122,1
18201,482
18202,375
18210,352
18211,43
18212,6
18214,74
18216,24
18218,73
18219,50
18220,4
18221,5
18222,377
18223,5
18224,169
18225,1
18229,508
18230,3
18231,9
18232,138
18234,4
18235,880
18237,67
18239,1
18240,183
18241,7
18242,3
18244,4
18245,3
18247,4
18248,4
18249,146
18250,145
18251,3
18252,248
18254,25
18255,174
18256,7
18301,1147
18302,796
18320,21
18321,96
18322,110
18323,30
18324,637
18325,139
18326,226
18327,31
18328,406
18330,338
18331,20
18332,141
18333,33
18334,169
18335,37
18336,275
18337,1039
18338,1
18340,13
18341,1
18342,7
18343,176
18344,151
18346,105
18347,216
18348,5
18349,8
18350,133
18351,15
18352,29
18353,659
18354,57
18355,83
18356,33
18357,2
18360,1442
18362,1
18370,66
18371,48
18372,126
18403,673
18405,138
18407,631
18410,3
18411,1590
18413,5
18414,350
18415,74
18417,52
18419,232
18420,11
18421,175
18424,294
18425,62
18426,305
18427,22
18428,981
18430,2
18431,728
18433,374
18434,278
18435,65
18436,971
18437,9
18438,106
18439,30
18440,4
18441,1
18443,36
18444,842
18445,105
18446,101
18447,663
18451,46
18452,350
18453,75
18454,6
18455,5
18456,24
18457,5
18458,201
18459,6
18460,12
18461,18
18462,14
18463,19
18464,129
18465,45
18466,647
18469,40
18470,62
18471,50
18472,215
18473,13
18490,1
18501,1
18502,6
18503,136
18504,1025
18505,1139
18507,389
18508,526
18509,815
18510,585
18512,906
18517,267
18518,625
18519,310
18541,1
18602,15
18603,562
18610,262
18611,1
18612,706
18614,115
18615,103
18616,31
18617,58
18618,113
18619,3
18621,94
18622,6
18623,70
18624,30
18625,32
18626,56
18627,4
18628,7
18629,61
18630,93
18631,41
18632,9
18634,565
18635,51
18636,52
18640,866
18641,348
18642,231
18643,527
18644,367
18651,259
18653,2
18655,167
18656,50
18657,649
18660,106
18661,164
18701,80
18702,1258
18703,7
18704,1281
18705,642
18706,562
18707,685
18708,478
18709,117
18711,5
18766,8
18790,1
18801,226
18810,211
18812,49
18813,1
18814,4
18816,4
18817,10
18818,30
18821,23
18822,70
18823,7
18824,21
18825,9
18826,48
18828,1
18829,30
18830,24
18831,50
18832,54
18833,78
18834,79
18837,99
18840,596
18842,15
18843,9
18844,43
18845,11
18846,31
18847,131
18848,419
18850,68
18851,33
18853,124
18854,53
18901,2420
18902,1393
18904,1
18910,19
18911,19
18912,27
18913,53
18914,1520
18915,78
18916,10
18917,87
18920,48
18921,11
18922,5
18923,68
18925,440
18927,12
18928,22
18929,530
18930,109
18931,32
18932,46
18933,25
18934,28
18935,13
18936,13
18938,1359
18939,1
18940,2711
18942,171
18943,14
