county_name,office_name,office_district,candidate_name,party,early_voting,election_day,absentee,provisional,second_absentee,votes
Garrett County,President - Vice Pres,NA,Dean Phillips,DEM,6,13,5,3,0,27
Garrett County,President - Vice Pres,NA,Donald J. Trump,REP,775,2607,419,88,89,3978
Garrett County,President - Vice Pres,NA,Joe Biden,DEM,174,341,374,62,107,1058
Garrett County,President - Vice Pres,NA,Marianne Williamson,DEM,2,11,9,3,2,27
Garrett County,President - Vice Pres,NA,Nikki R. Haley,REP,115,246,138,22,29,550
Garrett County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,26,90,36,10,16,178
Garrett County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,0,5,1,1,0,7
Garrett County,U.S. Senator,NA,Angela Alsobrooks,DEM,27,58,53,11,17,166
Garrett County,U.S. Senator,NA,Brian E. Frydenborg,DEM,0,1,4,1,1,7
Garrett County,U.S. Senator,NA,Chris Chaffee,REP,18,118,21,3,10,170
Garrett County,U.S. Senator,NA,David J. Trone,DEM,172,353,347,60,97,1029
Garrett County,U.S. Senator,NA,John A. Myrick,REP,19,39,11,2,5,76
Garrett County,U.S. Senator,NA,Joseph Perez,DEM,3,6,3,3,1,16
Garrett County,U.S. Senator,NA,Laban Y. Seyoum,REP,0,7,2,0,1,10
Garrett County,U.S. Senator,NA,Larry Hogan,REP,361,1043,346,61,63,1874
Garrett County,U.S. Senator,NA,Lorie R. Friend,REP,68,250,50,14,12,394
Garrett County,U.S. Senator,NA,Marcellus Crews,DEM,0,4,2,0,1,7
Garrett County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,1,9,1,0,1,12
Garrett County,U.S. Senator,NA,Moe H. Barakat,REP,3,36,2,2,1,44
Garrett County,U.S. Senator,NA,Robert K. Houton,DEM,3,3,1,1,1,9
Garrett County,U.S. Senator,NA,Robin Ficker,REP,419,1315,141,27,26,1928
Garrett County,U.S. Senator,NA,Scottie J. Griffin,DEM,3,9,3,0,2,17
Garrett County,U.S. Senator,NA,Steven Henry Seuferer,DEM,0,0,0,0,0,0
Harford County,President - Vice Pres,NA,Dean Phillips,DEM,40,192,80,28,13,353
Harford County,President - Vice Pres,NA,Donald J. Trump,REP,4065,12119,2516,880,254,19834
Harford County,President - Vice Pres,NA,Joe Biden,DEM,2525,5377,4527,1894,720,15043
Harford County,President - Vice Pres,NA,Marianne Williamson,DEM,53,308,108,56,31,556
Harford County,President - Vice Pres,NA,Nikki R. Haley,REP,828,2174,1191,358,124,4675
Harford County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,279,953,494,201,100,2027
Harford County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,6,60,18,1,0,85
Harford County,U.S. Senator,NA,Angela Alsobrooks,DEM,1244,3399,1589,987,494,7713
Harford County,U.S. Senator,NA,Brian E. Frydenborg,DEM,17,71,40,19,13,160
Harford County,U.S. Senator,NA,Chris Chaffee,REP,126,477,76,28,10,717
Harford County,U.S. Senator,NA,David J. Trone,DEM,1480,2804,3153,1054,321,8812
Harford County,U.S. Senator,NA,John A. Myrick,REP,72,225,58,20,9,384
Harford County,U.S. Senator,NA,Joseph Perez,DEM,21,100,47,9,2,179
Harford County,U.S. Senator,NA,Laban Y. Seyoum,REP,12,24,4,2,1,43
Harford County,U.S. Senator,NA,Larry Hogan,REP,2916,8532,3042,923,269,15682
Harford County,U.S. Senator,NA,Lorie R. Friend,REP,84,213,73,18,11,399
Harford County,U.S. Senator,NA,Marcellus Crews,DEM,21,56,44,14,1,136
Harford County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,35,104,53,15,6,213
Harford County,U.S. Senator,NA,Moe H. Barakat,REP,24,81,38,10,3,156
Harford County,U.S. Senator,NA,Robert K. Houton,DEM,13,27,20,5,3,68
Harford County,U.S. Senator,NA,Robin Ficker,REP,1654,4714,437,258,79,7142
Harford County,U.S. Senator,NA,Scottie J. Griffin,DEM,27,90,46,27,7,197
Harford County,U.S. Senator,NA,Steven Henry Seuferer,DEM,9,25,16,7,2,59
Howard County,President - Vice Pres,NA,Dean Phillips,DEM,65,293,127,77,11,573
Howard County,President - Vice Pres,NA,Donald J. Trump,REP,1689,6167,1505,430,52,9843
Howard County,President - Vice Pres,NA,Joe Biden,DEM,5905,15625,11044,5174,627,38375
Howard County,President - Vice Pres,NA,Marianne Williamson,DEM,87,494,175,151,25,932
Howard County,President - Vice Pres,NA,Nikki R. Haley,REP,784,2535,1669,478,76,5542
Howard County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,572,2490,792,652,104,4610
Howard County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,22,85,31,6,2,146
Howard County,U.S. Senator,NA,Angela Alsobrooks,DEM,3500,10481,5103,3406,445,22935
Howard County,U.S. Senator,NA,Brian E. Frydenborg,DEM,41,142,121,65,7,376
Howard County,U.S. Senator,NA,Chris Chaffee,REP,46,220,51,24,3,344
Howard County,U.S. Senator,NA,David J. Trone,DEM,2830,7149,6224,2281,256,18740
Howard County,U.S. Senator,NA,John A. Myrick,REP,57,149,44,22,1,273
Howard County,U.S. Senator,NA,Joseph Perez,DEM,46,183,87,31,11,358
Howard County,U.S. Senator,NA,Laban Y. Seyoum,REP,8,22,8,3,1,42
Howard County,U.S. Senator,NA,Larry Hogan,REP,1862,6497,2842,789,108,12098
Howard County,U.S. Senator,NA,Lorie R. Friend,REP,57,155,56,8,2,278
Howard County,U.S. Senator,NA,Marcellus Crews,DEM,28,168,69,30,8,303
Howard County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,41,187,78,24,2,332
Howard County,U.S. Senator,NA,Moe H. Barakat,REP,14,76,25,12,1,128
Howard County,U.S. Senator,NA,Robert K. Houton,DEM,21,79,33,25,1,159
Howard County,U.S. Senator,NA,Robin Ficker,REP,464,1673,220,85,12,2454
Howard County,U.S. Senator,NA,Scottie J. Griffin,DEM,31,130,58,33,4,256
Howard County,U.S. Senator,NA,Steven Henry Seuferer,DEM,15,47,34,20,2,118
Kent County,President - Vice Pres,NA,Dean Phillips,DEM,3,8,6,2,2,21
Kent County,President - Vice Pres,NA,Donald J. Trump,REP,245,890,207,38,19,1399
Kent County,President - Vice Pres,NA,Joe Biden,DEM,406,538,717,62,95,1818
Kent County,President - Vice Pres,NA,Marianne Williamson,DEM,3,15,10,0,1,29
Kent County,President - Vice Pres,NA,Nikki R. Haley,REP,83,183,115,18,12,411
Kent County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,33,88,69,9,7,206
Kent County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,1,4,2,1,0,8
Kent County,U.S. Senator,NA,Angela Alsobrooks,DEM,217,339,323,32,56,967
Kent County,U.S. Senator,NA,Brian E. Frydenborg,DEM,2,4,4,0,1,11
Kent County,U.S. Senator,NA,Chris Chaffee,REP,4,27,11,3,0,45
Kent County,U.S. Senator,NA,David J. Trone,DEM,205,269,438,38,41,991
Kent County,U.S. Senator,NA,John A. Myrick,REP,4,13,2,2,0,21
Kent County,U.S. Senator,NA,Joseph Perez,DEM,2,5,3,2,0,12
Kent County,U.S. Senator,NA,Laban Y. Seyoum,REP,0,6,0,0,0,6
Kent County,U.S. Senator,NA,Larry Hogan,REP,216,686,271,40,24,1237
Kent County,U.S. Senator,NA,Lorie R. Friend,REP,4,16,6,1,1,28
Kent County,U.S. Senator,NA,Marcellus Crews,DEM,0,2,3,1,0,6
Kent County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,7,7,5,0,0,19
Kent County,U.S. Senator,NA,Moe H. Barakat,REP,4,9,2,0,0,15
Kent County,U.S. Senator,NA,Robert K. Houton,DEM,0,2,5,0,0,7
Kent County,U.S. Senator,NA,Robin Ficker,REP,101,326,39,10,7,483
Kent County,U.S. Senator,NA,Scottie J. Griffin,DEM,4,4,3,0,0,11
Kent County,U.S. Senator,NA,Steven Henry Seuferer,DEM,1,2,2,0,1,6
Montgomery County,President - Vice Pres,NA,Dean Phillips,DEM,152,600,277,53,256,1338
Montgomery County,President - Vice Pres,NA,Donald J. Trump,REP,2497,8235,2540,370,1999,15641
Montgomery County,President - Vice Pres,NA,Joe Biden,DEM,14100,42453,30830,4184,27972,119539
Montgomery County,President - Vice Pres,NA,Marianne Williamson,DEM,183,902,376,116,450,2027
Montgomery County,President - Vice Pres,NA,Nikki R. Haley,REP,967,3215,2197,255,1754,8388
Montgomery County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,1510,6120,2078,599,2677,12984
Montgomery County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,33,116,85,11,38,283
Montgomery County,U.S. Senator,NA,Angela Alsobrooks,DEM,8020,26806,13836,2792,15667,67121
Montgomery County,U.S. Senator,NA,Brian E. Frydenborg,DEM,44,203,227,27,192,693
Montgomery County,U.S. Senator,NA,Chris Chaffee,REP,106,332,102,14,79,633
Montgomery County,U.S. Senator,NA,David J. Trone,DEM,7518,21673,17857,1968,14535,63551
Montgomery County,U.S. Senator,NA,John A. Myrick,REP,85,208,88,11,88,480
Montgomery County,U.S. Senator,NA,Joseph Perez,DEM,66,332,245,44,157,844
Montgomery County,U.S. Senator,NA,Laban Y. Seyoum,REP,17,36,18,9,24,104
Montgomery County,U.S. Senator,NA,Larry Hogan,REP,2375,7868,3938,495,3081,17757
Montgomery County,U.S. Senator,NA,Lorie R. Friend,REP,72,218,91,10,81,472
Montgomery County,U.S. Senator,NA,Marcellus Crews,DEM,35,156,104,8,73,376
Montgomery County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,56,196,146,24,78,500
Montgomery County,U.S. Senator,NA,Moe H. Barakat,REP,24,131,54,8,69,286
Montgomery County,U.S. Senator,NA,Robert K. Houton,DEM,29,108,114,12,55,318
Montgomery County,U.S. Senator,NA,Robin Ficker,REP,818,2769,465,82,398,4532
Montgomery County,U.S. Senator,NA,Scottie J. Griffin,DEM,45,138,122,14,85,404
Montgomery County,U.S. Senator,NA,Steven Henry Seuferer,DEM,22,69,49,11,52,203
Prince George's County,President - Vice Pres,NA,Dean Phillips,DEM,92,400,127,48,178,845
Prince George's County,President - Vice Pres,NA,Donald J. Trump,REP,864,2561,869,137,745,5176
Prince George's County,President - Vice Pres,NA,Joe Biden,DEM,20837,44274,18869,4150,27861,115991
Prince George's County,President - Vice Pres,NA,Marianne Williamson,DEM,144,699,153,102,306,1404
Prince George's County,President - Vice Pres,NA,Nikki R. Haley,REP,282,760,531,49,458,2080
Prince George's County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,808,3667,768,376,1304,6923
Prince George's County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,49,93,23,17,28,210
Prince George's County,U.S. Senator,NA,Angela Alsobrooks,DEM,14886,36682,13794,3447,20366,89175
Prince George's County,U.S. Senator,NA,Brian E. Frydenborg,DEM,26,90,50,19,71,256
Prince George's County,U.S. Senator,NA,Chris Chaffee,REP,33,121,41,12,47,254
Prince George's County,U.S. Senator,NA,David J. Trone,DEM,6697,11262,5480,1076,8603,33118
Prince George's County,U.S. Senator,NA,John A. Myrick,REP,28,77,22,4,33,164
Prince George's County,U.S. Senator,NA,Joseph Perez,DEM,36,184,111,29,94,454
Prince George's County,U.S. Senator,NA,Laban Y. Seyoum,REP,11,24,9,4,9,57
Prince George's County,U.S. Senator,NA,Larry Hogan,REP,714,2013,1164,123,906,4920
Prince George's County,U.S. Senator,NA,Lorie R. Friend,REP,24,49,23,3,26,125
Prince George's County,U.S. Senator,NA,Marcellus Crews,DEM,50,220,76,29,111,486
Prince George's County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,45,234,92,13,58,442
Prince George's County,U.S. Senator,NA,Moe H. Barakat,REP,8,48,25,1,12,94
Prince George's County,U.S. Senator,NA,Robert K. Houton,DEM,11,57,40,6,36,150
Prince George's County,U.S. Senator,NA,Robin Ficker,REP,343,1032,151,47,172,1745
Prince George's County,U.S. Senator,NA,Scottie J. Griffin,DEM,20,93,58,12,76,259
Prince George's County,U.S. Senator,NA,Steven Henry Seuferer,DEM,55,122,20,19,32,248
Queen Anne's County,President - Vice Pres,NA,Dean Phillips,DEM,7,26,10,2,2,47
Queen Anne's County,President - Vice Pres,NA,Donald J. Trump,REP,1145,2808,685,105,45,4788
Queen Anne's County,President - Vice Pres,NA,Joe Biden,DEM,594,1016,1329,105,70,3114
Queen Anne's County,President - Vice Pres,NA,Marianne Williamson,DEM,10,41,18,2,3,74
Queen Anne's County,President - Vice Pres,NA,Nikki R. Haley,REP,237,493,324,40,24,1118
Queen Anne's County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,61,153,92,14,9,329
Queen Anne's County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,5,5,5,1,0,16
Queen Anne's County,U.S. Senator,NA,Angela Alsobrooks,DEM,285,503,450,42,34,1314
Queen Anne's County,U.S. Senator,NA,Brian E. Frydenborg,DEM,3,10,5,1,0,19
Queen Anne's County,U.S. Senator,NA,Chris Chaffee,REP,26,137,9,7,2,181
Queen Anne's County,U.S. Senator,NA,David J. Trone,DEM,359,644,908,67,46,2024
Queen Anne's County,U.S. Senator,NA,John A. Myrick,REP,29,31,19,3,0,82
Queen Anne's County,U.S. Senator,NA,Joseph Perez,DEM,2,13,9,1,0,25
Queen Anne's County,U.S. Senator,NA,Laban Y. Seyoum,REP,0,3,3,0,0,6
Queen Anne's County,U.S. Senator,NA,Larry Hogan,REP,855,1918,819,104,63,3759
Queen Anne's County,U.S. Senator,NA,Lorie R. Friend,REP,15,37,19,1,0,72
Queen Anne's County,U.S. Senator,NA,Marcellus Crews,DEM,2,13,6,3,1,25
Queen Anne's County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,4,14,7,3,0,28
Queen Anne's County,U.S. Senator,NA,Moe H. Barakat,REP,4,9,4,1,1,19
Queen Anne's County,U.S. Senator,NA,Robert K. Houton,DEM,2,3,2,0,0,7
Queen Anne's County,U.S. Senator,NA,Robin Ficker,REP,456,1161,146,26,1,1790
Queen Anne's County,U.S. Senator,NA,Scottie J. Griffin,DEM,2,14,10,2,2,30
Queen Anne's County,U.S. Senator,NA,Steven Henry Seuferer,DEM,0,6,1,1,0,8
Saint Mary's County,President - Vice Pres,NA,Dean Phillips,DEM,25,77,58,2,9,171
Saint Mary's County,President - Vice Pres,NA,Donald J. Trump,REP,2323,4852,1151,137,79,8542
Saint Mary's County,President - Vice Pres,NA,Joe Biden,DEM,1078,2067,2537,188,184,6054
Saint Mary's County,President - Vice Pres,NA,Marianne Williamson,DEM,30,117,67,9,4,227
Saint Mary's County,President - Vice Pres,NA,Nikki R. Haley,REP,460,934,657,44,36,2131
Saint Mary's County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,171,450,260,23,22,926
Saint Mary's County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,8,20,10,2,3,43
Saint Mary's County,U.S. Senator,NA,Angela Alsobrooks,DEM,591,1362,1153,120,115,3341
Saint Mary's County,U.S. Senator,NA,Brian E. Frydenborg,DEM,12,21,29,1,2,65
Saint Mary's County,U.S. Senator,NA,Chris Chaffee,REP,242,490,106,10,1,849
Saint Mary's County,U.S. Senator,NA,David J. Trone,DEM,589,1012,1444,73,85,3203
Saint Mary's County,U.S. Senator,NA,John A. Myrick,REP,57,82,32,6,0,177
Saint Mary's County,U.S. Senator,NA,Joseph Perez,DEM,18,36,37,3,0,94
Saint Mary's County,U.S. Senator,NA,Laban Y. Seyoum,REP,3,9,8,0,0,20
Saint Mary's County,U.S. Senator,NA,Larry Hogan,REP,1564,3379,1431,121,93,6588
Saint Mary's County,U.S. Senator,NA,Lorie R. Friend,REP,63,108,53,1,1,226
Saint Mary's County,U.S. Senator,NA,Marcellus Crews,DEM,9,38,26,4,2,79
Saint Mary's County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,22,42,27,2,1,94
Saint Mary's County,U.S. Senator,NA,Moe H. Barakat,REP,16,40,13,2,2,73
Saint Mary's County,U.S. Senator,NA,Robert K. Houton,DEM,9,21,10,3,2,45
Saint Mary's County,U.S. Senator,NA,Robin Ficker,REP,847,1663,195,39,21,2765
Saint Mary's County,U.S. Senator,NA,Scottie J. Griffin,DEM,15,41,30,4,3,93
Saint Mary's County,U.S. Senator,NA,Steven Henry Seuferer,DEM,10,33,23,2,4,72
Somerset County,President - Vice Pres,NA,Dean Phillips,DEM,0,6,5,3,1,15
Somerset County,President - Vice Pres,NA,Donald J. Trump,REP,275,990,82,82,98,1527
Somerset County,President - Vice Pres,NA,Joe Biden,DEM,109,332,181,112,149,883
Somerset County,President - Vice Pres,NA,Marianne Williamson,DEM,3,13,3,1,1,21
Somerset County,President - Vice Pres,NA,Nikki R. Haley,REP,44,93,25,18,18,198
Somerset County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,12,25,13,8,14,72
Somerset County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,2,6,1,1,0,10
Somerset County,U.S. Senator,NA,Angela Alsobrooks,DEM,21,98,58,36,50,263
Somerset County,U.S. Senator,NA,Brian E. Frydenborg,DEM,1,2,1,0,0,4
Somerset County,U.S. Senator,NA,Chris Chaffee,REP,13,60,12,4,9,98
Somerset County,U.S. Senator,NA,David J. Trone,DEM,89,239,117,70,94,609
Somerset County,U.S. Senator,NA,John A. Myrick,REP,2,33,0,3,1,39
Somerset County,U.S. Senator,NA,Joseph Perez,DEM,1,2,5,3,1,12
Somerset County,U.S. Senator,NA,Laban Y. Seyoum,REP,0,1,0,0,1,2
Somerset County,U.S. Senator,NA,Larry Hogan,REP,143,402,64,68,49,726
Somerset County,U.S. Senator,NA,Lorie R. Friend,REP,4,22,4,4,2,36
Somerset County,U.S. Senator,NA,Marcellus Crews,DEM,1,5,1,3,5,15
Somerset County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,6,7,5,2,2,22
Somerset County,U.S. Senator,NA,Moe H. Barakat,REP,1,5,0,0,1,7
Somerset County,U.S. Senator,NA,Robert K. Houton,DEM,0,4,0,1,1,6
Somerset County,U.S. Senator,NA,Robin Ficker,REP,156,567,28,23,48,822
Somerset County,U.S. Senator,NA,Scottie J. Griffin,DEM,0,6,7,0,3,16
Somerset County,U.S. Senator,NA,Steven Henry Seuferer,DEM,0,3,0,0,1,4
Talbot County,President - Vice Pres,NA,Dean Phillips,DEM,4,13,17,1,1,36
Talbot County,President - Vice Pres,NA,Donald J. Trump,REP,744,1589,370,63,145,2911
Talbot County,President - Vice Pres,NA,Joe Biden,DEM,664,1094,1255,120,449,3582
Talbot County,President - Vice Pres,NA,Marianne Williamson,DEM,7,28,9,4,9,57
Talbot County,President - Vice Pres,NA,Nikki R. Haley,REP,170,359,254,41,111,935
Talbot County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,31,104,56,5,30,226
Talbot County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,2,7,2,0,0,11
Talbot County,U.S. Senator,NA,Angela Alsobrooks,DEM,313,612,443,55,218,1641
Talbot County,U.S. Senator,NA,Brian E. Frydenborg,DEM,0,2,9,1,3,15
Talbot County,U.S. Senator,NA,Chris Chaffee,REP,19,48,14,6,6,93
Talbot County,U.S. Senator,NA,David J. Trone,DEM,369,565,811,69,248,2062
Talbot County,U.S. Senator,NA,John A. Myrick,REP,10,21,10,0,3,44
Talbot County,U.S. Senator,NA,Joseph Perez,DEM,2,3,6,1,3,15
Talbot County,U.S. Senator,NA,Laban Y. Seyoum,REP,0,3,0,2,0,5
Talbot County,U.S. Senator,NA,Larry Hogan,REP,561,1095,504,83,204,2447
Talbot County,U.S. Senator,NA,Lorie R. Friend,REP,7,28,12,2,9,58
Talbot County,U.S. Senator,NA,Marcellus Crews,DEM,1,2,11,0,1,15
Talbot County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,5,11,8,2,4,30
Talbot County,U.S. Senator,NA,Moe H. Barakat,REP,2,9,3,1,1,16
Talbot County,U.S. Senator,NA,Robert K. Houton,DEM,1,6,5,1,2,15
Talbot County,U.S. Senator,NA,Robin Ficker,REP,327,763,91,13,34,1228
Talbot County,U.S. Senator,NA,Scottie J. Griffin,DEM,2,14,7,0,2,25
Talbot County,U.S. Senator,NA,Steven Henry Seuferer,DEM,2,0,1,0,0,3
Washington County,President - Vice Pres,NA,Dean Phillips,DEM,19,71,53,5,2,150
Washington County,President - Vice Pres,NA,Donald J. Trump,REP,2152,7295,2046,240,5,11738
Washington County,President - Vice Pres,NA,Joe Biden,DEM,1011,2351,3742,241,12,7357
Washington County,President - Vice Pres,NA,Marianne Williamson,DEM,31,132,100,6,0,269
Washington County,President - Vice Pres,NA,Nikki R. Haley,REP,268,908,718,49,3,1946
Washington County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,138,480,407,56,0,1081
Washington County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,3,18,13,0,0,34
Washington County,U.S. Senator,NA,Angela Alsobrooks,DEM,194,674,563,74,5,1510
Washington County,U.S. Senator,NA,Brian E. Frydenborg,DEM,8,32,30,3,0,73
Washington County,U.S. Senator,NA,Chris Chaffee,REP,68,267,87,11,0,433
Washington County,U.S. Senator,NA,David J. Trone,DEM,927,2132,3534,210,9,6812
Washington County,U.S. Senator,NA,John A. Myrick,REP,51,134,40,6,0,231
Washington County,U.S. Senator,NA,Joseph Perez,DEM,12,46,21,5,0,84
Washington County,U.S. Senator,NA,Laban Y. Seyoum,REP,10,13,9,0,0,32
Washington County,U.S. Senator,NA,Larry Hogan,REP,1323,3970,1976,178,5,7452
Washington County,U.S. Senator,NA,Lorie R. Friend,REP,46,216,74,11,0,347
Washington County,U.S. Senator,NA,Marcellus Crews,DEM,5,17,11,2,0,35
Washington County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,9,27,14,5,0,55
Washington County,U.S. Senator,NA,Moe H. Barakat,REP,19,56,28,1,0,104
Washington County,U.S. Senator,NA,Robert K. Houton,DEM,7,12,10,0,0,29
Washington County,U.S. Senator,NA,Robin Ficker,REP,897,3447,557,77,2,4980
Washington County,U.S. Senator,NA,Scottie J. Griffin,DEM,14,36,21,1,0,72
Washington County,U.S. Senator,NA,Steven Henry Seuferer,DEM,3,12,5,1,0,21
Wicomico County,President - Vice Pres,NA,Dean Phillips,DEM,12,43,16,7,2,80
Wicomico County,President - Vice Pres,NA,Donald J. Trump,REP,961,3407,669,328,130,5495
Wicomico County,President - Vice Pres,NA,Joe Biden,DEM,820,1437,1648,659,263,4827
Wicomico County,President - Vice Pres,NA,Marianne Williamson,DEM,11,65,27,20,5,128
Wicomico County,President - Vice Pres,NA,Nikki R. Haley,REP,162,443,235,101,56,997
Wicomico County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,59,217,96,62,25,459
Wicomico County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,2,11,7,4,2,26
Wicomico County,U.S. Senator,NA,Angela Alsobrooks,DEM,242,549,450,227,74,1542
Wicomico County,U.S. Senator,NA,Brian E. Frydenborg,DEM,4,13,7,6,1,31
Wicomico County,U.S. Senator,NA,Chris Chaffee,REP,28,117,34,22,10,211
Wicomico County,U.S. Senator,NA,David J. Trone,DEM,566,1033,1102,413,178,3292
Wicomico County,U.S. Senator,NA,John A. Myrick,REP,21,56,15,9,3,104
Wicomico County,U.S. Senator,NA,Joseph Perez,DEM,15,17,25,12,4,73
Wicomico County,U.S. Senator,NA,Laban Y. Seyoum,REP,2,5,2,4,0,13
Wicomico County,U.S. Senator,NA,Larry Hogan,REP,547,1534,597,296,135,3109
Wicomico County,U.S. Senator,NA,Lorie R. Friend,REP,32,72,22,9,7,142
Wicomico County,U.S. Senator,NA,Marcellus Crews,DEM,15,26,25,12,7,85
Wicomico County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,17,37,47,12,8,121
Wicomico County,U.S. Senator,NA,Moe H. Barakat,REP,5,13,3,5,1,27
Wicomico County,U.S. Senator,NA,Robert K. Houton,DEM,6,15,15,5,3,44
Wicomico County,U.S. Senator,NA,Robin Ficker,REP,501,2072,258,88,34,2953
Wicomico County,U.S. Senator,NA,Scottie J. Griffin,DEM,11,26,25,16,1,79
Wicomico County,U.S. Senator,NA,Steven Henry Seuferer,DEM,5,11,1,12,2,31
Worcester County,President - Vice Pres,NA,Dean Phillips,DEM,8,15,18,4,1,46
Worcester County,President - Vice Pres,NA,Donald J. Trump,REP,737,3332,936,107,71,5183
Worcester County,President - Vice Pres,NA,Joe Biden,DEM,321,1207,1584,121,169,3402
Worcester County,President - Vice Pres,NA,Marianne Williamson,DEM,7,45,25,4,4,85
Worcester County,President - Vice Pres,NA,Nikki R. Haley,REP,114,443,324,30,17,928
Worcester County,President - Vice Pres,NA,Uncommitted to any Presidential Candidate,DEM,38,185,145,15,15,398
Worcester County,U.S. Senator,NA,Andrew Jaye Wildman,DEM,3,7,11,1,0,22
Worcester County,U.S. Senator,NA,Angela Alsobrooks,DEM,91,402,386,30,52,961
Worcester County,U.S. Senator,NA,Brian E. Frydenborg,DEM,1,5,21,0,2,29
Worcester County,U.S. Senator,NA,Chris Chaffee,REP,30,145,41,7,0,223
Worcester County,U.S. Senator,NA,David J. Trone,DEM,251,904,1110,91,110,2466
Worcester County,U.S. Senator,NA,John A. Myrick,REP,7,28,23,1,0,59
Worcester County,U.S. Senator,NA,Joseph Perez,DEM,5,23,14,3,1,46
Worcester County,U.S. Senator,NA,Laban Y. Seyoum,REP,4,5,1,0,0,10
Worcester County,U.S. Senator,NA,Larry Hogan,REP,430,1655,921,98,61,3165
Worcester County,U.S. Senator,NA,Lorie R. Friend,REP,15,37,41,2,2,97
Worcester County,U.S. Senator,NA,Marcellus Crews,DEM,2,17,19,2,2,42
Worcester County,U.S. Senator,NA,"Michael W. Cobb, Sr.",DEM,9,20,34,4,2,69
Worcester County,U.S. Senator,NA,Moe H. Barakat,REP,0,10,6,0,0,16
Worcester County,U.S. Senator,NA,Robert K. Houton,DEM,3,9,7,1,3,23
Worcester County,U.S. Senator,NA,Robin Ficker,REP,366,1924,240,31,29,2590
Worcester County,U.S. Senator,NA,Scottie J. Griffin,DEM,3,21,26,3,3,56
Worcester County,U.S. Senator,NA,Steven Henry Seuferer,DEM,2,11,8,1,0,22
